1 -0.0433934 -0.0433934 0
2 -0.17945 -0.111422 0.0481033
3 -0.299224 -0.174023 0.0603406
4 -0.343722 -0.216447 0.058292
5 -0.315625 -0.236283 0.0498944
6 -0.334246 -0.25261 0.0441693
7 -0.337172 -0.26469 0.0394768
8 -0.34697 -0.274975 0.035857
9 -0.334379 -0.281576 0.0324747
10 -0.344613 -0.287879 0.0298328
11 -0.383394 -0.296562 0.0283562
12 -0.380923 -0.303592 0.0268505
13 -0.412461 -0.311967 0.0260583
14 -0.417594 -0.319512 0.0252657
15 -0.385016 -0.323879 0.0239557
16 -0.356584 -0.325923 0.0225455
17 -0.34477 -0.327031 0.0212466
18 -0.376279 -0.329767 0.0202416
19 -0.374074 -0.332099 0.0193101
20 -0.414846 -0.336237 0.0187826
21 -0.359673 -0.337353 0.0179213
22 -0.326084 -0.33684 0.017114
23 -0.314546 -0.335871 0.0163974
24 -0.319322 -0.335182 0.0157286
25 -0.381497 -0.337034 0.0152082
26 -0.360416 -0.337934 0.0146498
27 -0.355016 -0.338566 0.0141209
28 -0.363229 -0.339447 0.013644
29 -0.356528 -0.340036 0.0131863
30 -0.395171 -0.341874 0.0128741
31 -0.435548 -0.344896 0.0128086
32 -0.434886 -0.347708 0.0127133
33 -0.440471 -0.350519 0.012635
34 -0.389495 -0.351665 0.0123152
35 -0.36282 -0.351984 0.0119675
36 -0.342326 -0.351716 0.0116381
37 -0.393237 -0.352838 0.0113775
38 -0.413062 -0.354423 0.0111879
39 -0.389826 -0.35533 0.0109378
40 -0.351475 -0.355234 0.0106648
41 -0.360454 -0.355361 0.0104055
42 -0.396517 -0.356341 0.0102037
43 -0.40531 -0.35748 0.0100298
44 -0.359763 -0.357532 0.00980198
45 -0.331763 -0.356959 0.00960087
46 -0.395121 -0.357789 0.00942793
47 -0.37446 -0.358144 0.00923401
48 -0.423819 -0.359512 0.00914244
49 -0.405123 -0.360443 0.00900312
50 -0.359712 -0.360428 0.00882307
51 -0.364814 -0.360514 0.00865049
52 -0.390113 -0.361083 0.00850284
53 -0.380398 -0.361448 0.00835021
54 -0.37468 -0.361693 0.00819917
55 -0.365472 -0.361761 0.00805039
56 -0.374867 -0.361996 0.00791003
57 -0.385858 -0.362414 0.00778233
58 -0.433276 -0.363636 0.00774346
59 -0.41997 -0.364591 0.00767086
60 -0.40263 -0.365225 0.00756916
61 -0.390764 -0.365643 0.00745665
62 -0.440638 -0.366853 0.00743384
63 -0.433052 -0.367904 0.00738973
64 -0.427229 -0.368831 0.00733218
65 -0.481308 -0.370561 0.00742076
66 -0.417542 -0.371273 0.00734238
67 -0.405277 -0.37178 0.00725031
68 -0.424212 -0.372552 0.00718457
69 -0.441757 -0.373555 0.00715012
70 -0.442967 -0.374546 0.0071164
71 -0.392831 -0.374804 0.00702083
72 -0.342852 -0.37436 0.00693733
73 -0.377046 -0.374397 0.00684239
74 -0.365119 -0.374271 0.00675108
75 -0.391491 -0.374501 0.00666496
76 -0.380531 -0.37458 0.00657774
77 -0.363517 -0.374437 0.00649388
78 -0.333777 -0.373915 0.00643152
79 -0.332021 -0.373385 0.00637193
80 -0.300387 -0.372473 0.00635728
81 -0.36245 -0.372349 0.00628
82 -0.381802 -0.372464 0.00620447
83 -0.337371 -0.372041 0.00614411
84 -0.351666 -0.371799 0.00607575
85 -0.389412 -0.372006 0.0060078
86 -0.428501 -0.372663 0.00597375
87 -0.425224 -0.373267 0.00593556
88 -0.416685 -0.37376 0.00588858
89 -0.377111 -0.373798 0.00582254
90 -0.400274 -0.374092 0.00576527
91 -0.388005 -0.374245 0.00570394
92 -0.398872 -0.374513 0.00564822
93 -0.438192 -0.375197 0.00562884
94 -0.408704 -0.375554 0.00558023
95 -0.410108 -0.375918 0.00553333
96 -0.373278 -0.37589 0.00547576
97 -0.378966 -0.375922 0.0054194
98 -0.359449 -0.375754 0.00536671
99 -0.371562 -0.375711 0.00531267
100 -0.360575 -0.37556 0.0052617
