0 0 0
1 1 0
2 1.41797 0.00434756
3 1.73186 0.0057706
4 1.99461 0.00703002
5 2.22377 0.00799381
6 2.43795 0.0079113
7 2.64179 0.0086032
8 2.83267 0.00919588
9 3.00111 0.00970661
10 3.17108 0.0110623
11 3.32301 0.0111593
12 3.47554 0.0125578
13 3.62042 0.0141782
14 3.75721 0.0142321
15 3.88992 0.0133507
16 4.02015 0.014199
17 4.14855 0.0147634
18 4.27155 0.0154403
19 4.3949 0.016864
20 4.50338 0.0181311
21 4.61378 0.0187725
22 4.71491 0.0189526
23 4.81894 0.0192502
24 4.92648 0.0193193
25 5.03386 0.0200077
26 5.13474 0.0209985
27 5.23082 0.0208421
28 5.31264 0.0217607
29 5.39755 0.0218768
30 5.48579 0.0221462
31 5.57008 0.0225718
32 5.65698 0.0232069
33 5.72878 0.0238211
34 5.81335 0.0244858
35 5.89823 0.0245558
36 5.9804 0.0260003
37 6.06227 0.0259338
38 6.15563 0.0263306
39 6.24123 0.0265733
40 6.32966 0.0265077
41 6.40097 0.0270041
42 6.46807 0.0265751
43 6.54757 0.0263388
44 6.6269 0.0266931
45 6.70949 0.027393
46 6.77843 0.0272397
47 6.8531 0.0281622
48 6.92404 0.028686
49 6.99081 0.0296588
50 7.06109 0.0292825
51 7.12906 0.028853
52 7.1959 0.0288844
53 7.26524 0.0294297
54 7.33194 0.0291218
55 7.39365 0.0291946
56 7.45578 0.0305586
57 7.5154 0.0314584
58 7.57685 0.0313883
59 7.62891 0.0304596
60 7.6873 0.0310521
61 7.75745 0.0306518
62 7.81776 0.0302398
63 7.88525 0.0315054
64 7.94686 0.0324028
65 8.00493 0.0327841
66 8.06677 0.0324651
67 8.13644 0.0335021
68 8.19384 0.0336511
69 8.26302 0.0351287
70 8.32816 0.0344866
71 8.39493 0.0356367
72 8.44734 0.0348458
73 8.50116 0.035322
74 8.55841 0.0352809
75 8.61938 0.0362412
76 8.67578 0.0366761
77 8.73371 0.0373445
78 8.79159 0.037921
79 8.84766 0.0383203
80 8.90598 0.0385098
81 8.96101 0.0388128
82 9.02449 0.0392264
83 9.07584 0.0392941
84 9.13621 0.0391434
85 9.19325 0.039479
86 9.24554 0.0403786
87 9.29365 0.0405579
88 9.36018 0.0415063
89 9.41787 0.0412288
90 9.45826 0.0419916
91 9.51832 0.0428616
92 9.57416 0.0424327
93 9.62462 0.0413106
94 9.67211 0.0403357
95 9.71754 0.0391611
96 9.76749 0.0391048
97 9.81426 0.0389464
98 9.8666 0.0388107
99 9.91905 0.0394008
100 9.96545 0.0392797
