1 0.995 0.895175 0.889139 0.0349109 0.0180807
2 0.990025 0.90289 0.846252 -0.0660831 0.0141563
3 0.985075 0.903572 0.965373 0.252694 0.0260612
4 0.98015 0.930844 1.02305 0.599073 0.0371917
5 0.975249 0.857897 0.902434 -0.0282965 0.0194353
6 0.970373 1.02073 0.800959 0.106714 0.0188407
7 0.965521 1.0211 0.618316 -0.236593 0.00631733
8 0.960693 1.0639 0.530364 -0.115905 0.00449841
9 0.95589 1.09014 0.646484 -0.0530043 0.00965787
10 0.95111 1.0498 0.800467 0.212113 0.0201945
11 0.946355 1.14051 0.670537 0.147871 0.0126457
12 0.941623 1.22371 0.646124 0.489059 0.0171919
13 0.936915 1.06808 0.666165 -0.0639171 0.0107434
14 0.93223 0.903188 0.618607 -0.403388 0.00326113
15 0.927569 0.830923 0.70671 -0.388862 0.0053932
16 0.922931 0.864223 0.620384 -0.430063 0.00303616
17 0.918316 0.879119 0.698492 -0.368936 0.00627264
18 0.913725 1.00653 0.864298 0.234938 0.0200191
19 0.909156 0.997841 0.631656 -0.282805 0.00740372
20 0.90461 1.09177 0.588509 -0.0772115 0.00683142
21 0.900087 0.87839 0.682723 -0.378655 0.00655428
22 0.895587 0.933414 0.651287 -0.365616 0.00541199
23 0.891109 0.895257 0.753815 -0.257646 0.00997787
24 0.886654 1.02332 0.862844 0.320443 0.0218081
25 0.88222 0.944087 0.784786 -0.155871 0.0120987
26 0.877809 1.06966 0.689999 -0.0198152 0.0130551
27 0.87342 1.09224 0.741122 0.149287 0.0167132
28 0.869053 1.15355 0.690376 0.229799 0.0162217
29 0.864708 1.16233 0.578563 0.106622 0.00688839
30 0.860384 1.19669 0.382581 0.672178 0.0132467
31 0.856082 1.11831 0.23175 3.21645 0.0615656
32 0.851802 1.27964 0.343703 1.13656 0.0224155
33 0.847543 1.35473 0.323376 1.63351 0.0256249
34 0.843305 1.33208 0.477502 0.753807 0.00983773
35 0.839089 1.36464 0.672636 1.36783 0.0234553
36 0.834893 1.66664 0.518958 3.69661 0.0397004
37 0.830719 1.2688 0.805608 1.31243 0.0347133
38 0.826565 1.28115 0.821259 1.44138 0.0358265
39 0.822432 1.2266 0.632796 0.419854 0.014881
40 0.81832 1.21464 0.64282 0.427525 0.0154882
41 0.814229 1.21935 0.646564 0.431488 0.0140876
42 0.810157 1.16947 0.583611 0.160016 0.00781772
43 0.806107 1.08062 0.524723 -0.0684607 0.00486561
44 0.802076 1.10856 0.628627 -0.0189413 0.00860231
45 0.798066 1.30505 0.650472 0.873533 0.0184043
46 0.794075 1.35741 0.720374 1.53833 0.0326742
47 0.790105 1.44894 0.493024 1.45014 0.0180096
48 0.786154 1.47861 0.51051 1.70321 0.0202149
49 0.782224 1.58618 0.468203 2.59674 0.0266619
50 0.778313 1.56388 0.421457 2.36304 0.0222659
51 0.774421 1.52807 0.464919 2.0175 0.0220121
52 0.770549 1.5988 0.420112 2.72361 0.0218525
53 0.766696 1.55332 0.434914 2.29777 0.0240047
54 0.762863 1.4158 0.32734 1.90745 0.0264705
55 0.759048 1.44125 0.312848 2.16479 0.0295514
56 0.755253 1.43004 0.436611 1.33798 0.015386
57 0.751477 1.47492 0.398642 1.74232 0.0173789
58 0.747719 1.59292 0.391362 2.73884 0.0247395
59 0.743981 1.46004 0.626663 1.94323 0.0290346
60 0.740261 1.37767 0.307656 1.96188 0.029941
61 0.73656 1.31062 0.371128 1.02026 0.0151224
62 0.732877 1.2741 0.302756 1.62945 0.0360841
63 0.729212 1.08518 0.409123 0.297851 0.0126984
64 0.725566 1.13934 0.517559 0.0653149 0.00502386
65 0.721939 0.998306 0.723334 -0.135133 0.0119328
66 0.718329 0.944447 0.637192 -0.350427 0.00549973
67 0.714737 0.869007 0.671426 -0.396531 0.00528154
68 0.711164 1.04463 0.747999 0.0350121 0.0153913
69 0.707608 0.846717 0.641601 -0.429718 0.00394386
70 0.70407 0.80788 0.691004 -0.409737 0.00462691
71 0.700549 0.655677 0.745015 -0.342312 0.00574151
72 0.697047 0.498068 0.835621 -0.270137 0.0066292
73 0.693561 0.48019 0.690382 -0.215782 0.00550854
74 0.690094 0.432224 0.838367 -0.253509 0.00560106
75 0.686643 0.390017 0.922163 -0.250204 0.00776694
76 0.68321 0.264377 0.780178 -0.143165 0.00688988
77 0.679794 0.25659 0.784497 -0.146638 0.00701374
78 0.676395 0.135322 0.75851 -0.0347903 0.00764536
79 0.673013 0.0621166 0.978519 -0.254078 0.0067136
80 0.669648 0.0365886 0.73426 0.00438149 0.00816328
81 0.6663 0.00990975 0.747531 -0.0134926 0.00773274
82 0.662968 0.110256 0.66199 0.162166 0.00851164
83 0.659653 0.194718 0.531577 0.45254 0.0105448
84 0.656355 0.172345 0.478258 0.697636 0.0159331
85 0.653073 0.180574 0.549352 0.394684 0.0113568
86 0.649808 0.229019 0.773386 -0.118017 0.00694329
87 0.646559 0.16117 0.854416 -0.185312 0.00657242
88 0.643326 0.114622 0.829206 -0.147641 0.00631425
89 0.640109 0.217553 0.691598 0.0323443 0.00834074
90 0.636909 0.176262 0.690913 0.0494423 0.00851533
91 0.633724 0.170797 0.807367 -0.133343 0.00731235
92 0.630556 0.0762266 0.749378 -0.0417238 0.00815811
