0 1.52149 0
1 1.5058 0.0156906
2 1.48351 0.0240574
3 1.47467 0.0191683
4 1.46687 0.0167725
5 1.4766 0.0167991
6 1.47498 0.0142903
7 1.48078 0.0136694
8 1.48541 0.0129109
9 1.48214 0.0120014
10 1.47984 0.0110963
11 1.47613 0.0107886
12 1.4776 0.0100326
13 1.47509 0.00962017
14 1.47478 0.00896132
15 1.47737 0.0087737
16 1.48175 0.00933244
17 1.48291 0.0088749
18 1.48239 0.00841099
19 1.48278 0.00798904
20 1.48304 0.00760352
21 1.48446 0.00738788
22 1.48629 0.00729207
23 1.48687 0.00700536
24 1.48605 0.00676897
25 1.48627 0.00650716
26 1.4892 0.00691314
27 1.49078 0.00684671
28 1.48932 0.00676518
29 1.48771 0.0067332
30 1.48879 0.00660161
31 1.48765 0.00649194
32 1.48931 0.00650648
33 1.48823 0.00640442
34 1.48953 0.00635431
35 1.4878 0.00641246
36 1.48878 0.00631279
37 1.48861 0.00614688
38 1.48867 0.00598755
39 1.48716 0.00602911
40 1.48756 0.00589359
41 1.48657 0.00583622
42 1.48829 0.00595284
43 1.48917 0.00588214
44 1.48966 0.00577097
45 1.48994 0.00565127
46 1.4894 0.00555653
47 1.49014 0.00548966
48 1.49147 0.00553907
49 1.49098 0.005449
50 1.49066 0.00535102
51 1.49212 0.00544793
52 1.49082 0.00550059
53 1.49061 0.00540193
54 1.49067 0.00530321
55 1.49213 0.00540735
56 1.492 0.00531327
57 1.49297 0.0053116
58 1.49347 0.00524387
59 1.49341 0.00515607
60 1.49485 0.00527125
61 1.49527 0.00520277
62 1.49464 0.00515806
63 1.49473 0.00507755
64 1.49429 0.00501809
65 1.49486 0.00497417
66 1.49535 0.00492421
67 1.49515 0.00485523
68 1.49516 0.00478435
69 1.49504 0.00471703
70 1.49564 0.00468803
71 1.49548 0.00462507
72 1.49563 0.00456375
73 1.49565 0.00450172
74 1.49603 0.00445746
75 1.49576 0.00440685
76 1.49669 0.00444765
77 1.49659 0.0043914
78 1.49736 0.00440352
79 1.49682 0.00438125
80 1.49678 0.0043271
81 1.49647 0.0042853
82 1.49648 0.00423337
83 1.49675 0.00419161
84 1.49696 0.00414721
85 1.49671 0.00410603
86 1.49665 0.00405911
87 1.49702 0.00403041
88 1.49772 0.0040448
89 1.49821 0.00403035
90 1.49802 0.00399029
91 1.49743 0.00399084
92 1.49776 0.00396128
93 1.49784 0.00391971
94 1.49904 0.00406085
95 1.49898 0.00401884
96 1.49956 0.00401979
97 1.49975 0.00398272
98 1.50072 0.00406146
99 1.50094 0.00402648
