1 1.1787 1.1787 0
2 1.08149 1.1301 0.0343658
3 1.1227 1.12763 0.0229988
4 1.08992 1.1182 0.0190837
5 1.10484 1.11553 0.015453
6 1.09178 1.11157 0.0133749
7 1.0967 1.10945 0.0116318
8 1.10809 1.10928 0.0101791
9 1.1185 1.1103 0.00909946
10 1.12283 1.11155 0.00827528
11 1.12326 1.11262 0.00759107
12 1.10368 1.11187 0.00699495
13 1.10496 1.11134 0.00647705
14 1.10832 1.11113 0.00601799
15 1.10568 1.11076 0.00562771
16 1.06344 1.10781 0.0060031
17 1.09446 1.10702 0.00570105
18 1.08514 1.1058 0.00551238
19 1.08142 1.10452 0.00536961
20 1.08708 1.10365 0.00517145
21 1.09655 1.10331 0.00493622
22 1.09217 1.1028 0.00473773
23 1.10081 1.10272 0.00453254
24 1.1384 1.10421 0.00458103
25 1.08245 1.10334 0.00447965
26 1.08267 1.10254 0.00437727
27 1.06324 1.10108 0.00445063
28 1.08142 1.10038 0.00434675
29 1.11254 1.1008 0.00421702
30 1.11351 1.10123 0.00409769
31 1.0776 1.10046 0.00403575
32 1.10714 1.10067 0.00391501
33 1.11196 1.10101 0.00381128
34 1.07979 1.10039 0.00374998
35 1.09278 1.10017 0.00364913
36 1.11559 1.1006 0.00357282
37 1.06973 1.09977 0.00357235
38 1.11961 1.10029 0.0035163
39 1.08445 1.09988 0.0034495
40 1.0857 1.09953 0.00338143
41 1.12389 1.10012 0.00335077
42 1.13586 1.10097 0.00337729
43 1.11352 1.10126 0.00331133
44 1.10177 1.10128 0.00323609
45 1.11051 1.10148 0.00317068
46 1.09849 1.10142 0.00310242
47 1.11981 1.10181 0.00306099
48 1.12175 1.10222 0.00302528
49 1.11877 1.10256 0.00298234
50 1.13356 1.10318 0.00298646
51 1.11041 1.10332 0.00293126
52 1.10825 1.10342 0.00287642
53 1.08273 1.10303 0.00284851
54 1.08337 1.10266 0.00281891
55 1.09117 1.10245 0.0027754
56 1.07948 1.10204 0.00275598
57 1.05054 1.10114 0.00285192
58 1.1081 1.10126 0.00280527
59 1.13688 1.10186 0.00282193
60 1.10627 1.10194 0.00277585
61 1.13879 1.10254 0.0027953
62 1.09873 1.10248 0.00275089
63 1.11733 1.10272 0.00271731
64 1.11075 1.10284 0.00267775
65 1.11061 1.10296 0.00263922
66 1.08933 1.10275 0.0026073
67 1.07883 1.1024 0.00259273
68 1.09914 1.10235 0.00255504
69 1.08322 1.10207 0.00253301
70 1.10708 1.10214 0.00249784
71 1.1093 1.10224 0.00246469
72 1.07585 1.10188 0.00245757
73 1.08738 1.10168 0.00243192
74 1.09501 1.10159 0.00240072
75 1.11244 1.10173 0.00237307
76 1.1338 1.10216 0.00237906
77 1.11381 1.10231 0.00235297
78 1.10278 1.10231 0.00232282
79 1.10601 1.10236 0.00229388
80 1.12858 1.10269 0.00228851
81 1.09272 1.10256 0.00226356
82 1.11195 1.10268 0.00223885
83 1.10045 1.10265 0.00221204
84 1.12299 1.10289 0.00219891
85 1.09254 1.10277 0.00217642
86 1.12343 1.10301 0.00216433
87 1.11533 1.10315 0.00214408
88 1.08111 1.1029 0.0021343
89 1.09951 1.10287 0.00211066
90 1.08817 1.1027 0.00209351
91 1.08974 1.10256 0.00207535
92 1.06001 1.1021 0.00210369
93 1.11838 1.10227 0.00208834
94 1.11108 1.10237 0.00206823
95 1.0969 1.10231 0.00204726
96 1.09313 1.10221 0.00202816
97 1.10393 1.10223 0.00200733
98 1.05946 1.10179 0.00203374
99 1.09241 1.1017 0.00201541
100 1.0864 1.10155 0.00200105
