0 7 9 19 34 32 15 24 5 23 38 47 44 43 22 14 30 1 11 13 36 31 12 39 21 37 45 28 17 4 40 41 49 26 35 42 46 8 20 48 33 18 29 27 10 25 2 3 16 6 
0 13 32 7 9 19 34 15 24 5 23 38 47 44 43 22 14 30 1 11 36 31 12 39 21 37 45 28 17 4 40 41 49 26 35 42 46 8 20 48 33 18 29 27 10 25 2 3 16 6 
0 4 2 15 30 43 5 10 11 46 34 31 39 8 22 37 23 45 18 40 27 25 41 6 29 13 21 14 38 24 3 9 42 35 47 19 20 16 33 17 49 44 7 26 32 1 36 28 48 12 
0 31 23 33 15 11 48 17 39 34 26 40 1 10 42 47 18 41 30 46 29 20 12 22 37 25 2 49 24 3 19 44 21 8 38 6 9 28 14 5 27 35 36 4 43 32 7 16 45 13 
0 26 10 1 43 2 48 14 47 16 18 17 5 31 40 9 8 23 21 20 38 13 24 33 28 32 15 3 30 19 44 6 22 11 25 49 12 37 39 7 45 35 4 42 36 27 46 29 41 34 
0 12 23 47 22 37 25 40 11 1 2 48 26 20 39 24 49 3 17 21 19 44 8 31 7 45 35 4 10 5 42 36 27 32 18 33 15 34 41 30 46 43 14 16 9 38 13 29 6 28 
0 12 23 47 22 37 25 40 11 1 2 48 26 20 39 24 49 3 17 21 19 44 8 31 7 45 35 4 10 5 42 36 27 32 18 33 15 34 41 30 46 43 14 16 9 38 13 28 6 29 
0 49 24 3 17 30 19 8 31 7 45 35 4 10 5 46 36 27 32 18 9 43 14 42 13 23 47 22 25 40 11 1 2 41 21 37 44 12 33 15 48 39 34 26 29 20 38 6 28 16 
0 9 6 45 7 19 34 32 15 24 5 23 38 47 44 43 22 14 16 8 3 37 28 18 41 21 30 42 17 29 26 35 46 25 4 10 1 2 11 31 39 13 33 48 20 12 40 49 36 27 
0 3 37 28 18 29 21 9 26 46 10 1 43 2 4 15 30 5 11 34 31 39 8 22 45 35 27 40 23 33 48 17 42 47 41 20 12 25 49 24 36 32 14 13 38 16 6 19 44 7 
0 3 37 28 18 29 21 9 26 46 10 1 43 2 4 15 30 5 11 12 23 47 22 25 40 48 20 39 24 49 17 19 44 8 31 7 45 35 42 36 27 32 33 34 41 14 16 38 13 6 
0 3 37 28 18 29 21 9 26 46 10 1 43 2 4 15 30 5 11 34 31 39 8 22 23 49 24 17 19 7 45 35 42 36 27 32 14 13 47 25 40 41 6 33 44 38 20 16 12 48 
0 9 6 45 7 19 34 32 15 24 5 23 3 37 28 18 33 49 17 30 8 31 35 4 10 46 36 27 43 14 42 13 47 22 25 40 11 1 2 41 21 12 26 39 48 16 20 38 44 29 
0 3 37 28 18 29 21 9 26 46 10 1 43 2 4 15 30 5 11 49 24 17 19 8 31 7 45 35 36 27 32 14 42 13 23 47 22 25 40 41 12 6 34 39 48 16 20 38 44 33 
0 12 23 3 37 28 18 29 21 9 26 46 10 1 43 2 4 15 30 5 11 49 24 17 19 8 31 7 45 35 36 27 32 14 42 13 47 22 25 40 41 6 34 39 48 16 20 38 44 33 
0 12 23 3 37 28 18 29 21 9 26 46 10 1 43 27 36 35 45 7 31 8 19 17 24 49 11 5 30 15 4 2 32 14 42 13 47 22 25 40 41 6 34 39 48 16 20 38 44 33 
0 3 37 28 18 29 21 9 12 23 47 22 41 6 8 26 46 10 1 43 2 4 15 30 5 11 25 40 48 49 24 17 34 31 39 19 7 45 35 42 36 27 32 14 13 33 44 38 20 16 
0 3 37 28 18 29 21 9 12 23 47 22 41 6 8 26 15 2 4 43 1 10 46 30 5 42 35 7 45 13 16 33 38 44 31 34 19 17 49 24 39 20 48 40 25 11 36 27 32 14 
0 3 37 28 18 29 21 9 12 23 47 22 41 6 8 26 15 2 4 46 10 1 43 30 5 11 25 40 48 49 24 17 34 31 39 19 7 45 35 42 36 27 32 14 13 33 44 38 20 16 
0 9 6 45 7 19 34 3 37 28 18 29 21 26 46 10 1 43 2 4 15 30 5 11 49 24 17 8 12 23 47 22 41 42 35 13 16 33 38 44 31 20 39 48 40 25 36 27 32 14 
0 3 37 28 18 29 21 9 6 45 7 19 12 23 47 22 41 8 26 15 2 4 46 10 1 43 30 5 11 25 40 48 49 24 17 34 31 39 35 42 36 27 32 14 13 33 44 38 20 16 
0 9 6 45 7 19 12 23 3 37 28 18 29 21 26 46 10 1 43 27 36 2 4 15 30 5 11 49 24 17 8 31 34 47 22 41 42 35 13 16 33 38 44 20 39 48 40 25 32 14 
0 9 6 45 7 19 34 3 37 28 18 29 21 12 23 47 22 41 8 26 15 2 4 46 10 1 43 30 5 42 35 13 16 33 38 44 31 17 49 24 39 20 48 40 25 11 36 27 32 14 
0 12 23 3 9 6 45 7 19 34 37 28 18 29 21 47 22 41 8 26 15 2 4 46 10 1 43 30 49 24 5 42 35 13 16 33 38 44 31 17 39 20 48 40 25 11 36 27 32 14 
0 12 23 3 9 6 45 7 19 34 37 28 18 29 21 47 22 8 41 26 15 2 4 46 10 1 43 30 5 11 49 24 17 42 35 13 16 33 38 44 31 20 39 48 40 25 36 27 32 14 
0 12 23 3 9 6 45 7 19 34 37 28 18 29 21 47 22 41 8 17 49 24 39 20 48 40 25 11 36 27 32 14 15 26 2 4 46 10 1 43 30 5 42 35 13 16 33 38 44 31 
0 12 23 3 9 6 45 31 34 7 37 28 18 29 19 21 47 22 41 8 26 15 2 4 46 10 1 43 27 36 30 5 11 49 24 17 42 35 13 16 33 38 44 20 39 48 40 25 32 14 
0 9 6 45 7 19 34 37 28 18 29 21 12 23 3 47 22 41 8 26 15 2 4 46 10 1 43 30 5 49 24 42 35 17 39 13 16 33 38 44 20 31 48 40 25 11 36 27 32 14 
0 12 23 3 9 6 45 7 19 34 37 20 28 18 29 21 47 22 41 8 26 15 2 4 46 10 1 43 30 5 49 24 42 35 17 39 48 40 25 11 36 27 32 14 13 16 33 38 44 31 
0 12 23 3 9 6 45 7 37 28 18 29 19 34 21 47 22 41 8 26 15 2 4 46 10 1 43 30 49 5 42 35 13 16 33 38 44 20 31 48 40 25 11 36 27 32 14 24 17 39 
0 12 23 3 9 29 45 7 37 28 18 6 19 34 21 47 22 8 41 26 15 2 4 46 10 1 43 30 5 27 36 11 49 42 35 13 16 33 38 44 20 31 48 40 25 32 14 24 17 39 
0 12 23 3 9 6 45 7 37 28 18 29 19 34 21 47 22 41 8 26 15 2 4 10 46 1 43 30 5 42 35 13 16 33 38 44 20 31 48 40 25 11 36 27 49 32 14 24 17 39 
